site,review,month,day,year,rate,sentiment,,,
booking,It was not worth the money the breakfasts were not of good quality  table in the restaurant was dirty  no good coffee or fresh juice. In the room only one small shower gel and one small shampoo for 2 people  which was nearly enough for one.the games room has old and very damaged billiard table  pool is only opened till 6:00pm.Half of the devices at the gym are damaged. I think we overpaid for this hotel and it would not be my choice for second stay. IF hotel wants to charge this high amount for room  they shall adjust service to the highest standards as well.,Dec,06,2015,85,neg,,,
booking,The view was great.rooms were very clean.,Dec,06,2015,90,pos,,,
booking,Internet connection turns on and off.,Dec,08,2015,86,neg,,,
booking,The view of the lae.,Dec,08,2015,91,pos,,,
booking,Lack of signs or instructions going to our room.,Dec,11,2015,87,neg,,,
booking,Excellent view,Dec,11,2015,94,pos,,,
booking,Stunning location overlooking the volcano and lake  very good buffets   nice large comfortable rooms   friendly staff.  Loved Tagaytay   weather is much cooler than Manila,Dec,13,2015,88,pos,,,
booking,Mostly everything  from the room  to the service   facilities needs alot of work and improvements. Not worth the money. I think too pricey for the condition of the rooms and facilities.rooms are so outdated.too much hidden fees.Staff are not so helpful  didnt notify customers if requests are available.Didnt like the hotel at all. Will not going to stay there ever again.,Dec,13,2015,88,neg,,,
booking,Superb staff   awesome views   excellent food,Dec,13,2015,89,pos,,,
booking,None,Dec,14,2015,76,neg,,,
booking,The location is fantastic. Hotel rooms are beautiful and the hotel staffs are nice and accomodating.,Dec,14,2015,91,pos,,,
booking,I should have reserved a room with a view of the lake.,Dec,15,2015,75,neg,,,
booking,Everything.,Dec,15,2015,90,pos,,,
booking,Beautiful facilties  polite staff,Dec,20,2015,73,pos,,,
booking,Great front desk and resturant personal Super fast check-in  I have been traveling in the RP for years and this place sets the standard for front desk and  facilities.,Dec,21,2015,88,pos,,,
booking,The front desk were extremely inefficient. I had to transfer rooms because I asked to stay an extra night (I shouldn't have had to do that in the first place)  but I obliged because a guest was checking in and wanted 3 rooms next to each other (one of which was my room). But since I had to prepare for a wedding  I wanted to transfer early and was told I could transfer by 9AM). At 9  they sent a bellhop to get our things but he had no idea where we were transferring to. The front desk personnel who arranged the transfer went on break. No one could resolve the issue and we were transferred at 11:00! The wedding I had to prepare for and travel to was at 12NN.,Dec,21,2015,66,neg,,,
booking,The bell hops and the guards were nice.,Dec,21,2015,55,pos,,,
booking,No elevator in ridge wing,Dec,22,2015,44,neg,,,
booking,the food is great. location and all..,Dec,22,2015,89,pos,,,
booking,A tad on the expensive side,Dec,22,2015,33,neg,,,
booking,Nice view cleanliness very accomodating staffs,Dec,22,2015,82,pos,,,
booking,Housekeeping was a littleslow but I was there on a weird time Big storm and double weddings kept them running,Dec,24,2015,44,neg,,,
booking,The view of the lake  courteous staff  food is good,Dec,24,2015,65,pos,,,
booking,hassle check-in even if confirmed booking and all special requests have been coordinated morethan a month prior to check-in  but when you check-in  you have to tell everything all over again... that's what you get from being so nice.  rooms have to be renovated,Dec,27,2015,67,neg,,,
booking,Property location,Dec,27,2015,98,pos,,,
booking,None,Dec,27,2015,67,neg,,,
booking,Excellent view of taal volcano. Good location.,Dec,27,2015,98,pos,,,
booking,Delays at Check-in.  I have stayed at the hotel a few times and every time the check in has been slow and lacked courtesy. I have never felt any warmth or being welcome.,Dec,27,2015,88,neg,,,
booking,The restaurants are good  especially Taza.,Dec,27,2015,100,pos,,,
booking,The room was not ready so we wait for 1 hour.,Dec,27,2015,81,neg,,,
booking,The location,Dec,27,2015,89,pos,,,
booking,Can improve the taste of the food. And install a bidet in the toilet.,Dec,28,2015,78,neg,,,
booking,The site gives a fantastic view of Taal Volcano.,Dec,28,2015,89,pos,,,
booking,We arrived at the hotel few minutes before 1pm. We were allowed to check in. After the SOP  for checking in  we were informed that we have to wait for a few more minutes since our room is still being prepared. We obliged as we understand that standard check in time is 2pm. After a few minutes  I checked with the front desk officer if the room is ready. I was informed that it is still being cleaned and will be finished at exactly 2pm. While we were sitted at the lobby  we noticed that some guests who have checked in were allowed to proceed to their rooms right away. So I approached the front desk officer again and told him that we noticed. I was in a different tone  when I aporoached him. I told him that we booked our room one month before and we are not walk in guests. Why do we still have to wait for 2pm while other guests are allowed to proceed to their room right after checking in. He went inside a room behind the front desk. When he returned  he told me that we can now proceed to our room. Initially he said that the room will be available at 2pm. But when I approached him in a different tone  he told me that the room is ready. He was apologetic but did not give any explanation to what happened. Also  we were not able to use their wifi because of poor signal. Tried to ask the staff one time and she just gave me a new password. I did not bother to insists on the wifi because of bad experience that we had checking in.,Dec,28,2015,67,neg,,,
booking,The location and the big bed,Dec,28,2015,98,pos,,,
booking,The washroom didnt have any door and no bath tub,Dec,28,2015,75,neg,,,
booking,The view!,Dec,28,2015,88,pos,,,
booking,Rooms are not sound proof. Bathroom faucet has no hot water. Toilet has no bidet.,Dec,29,2015,80,neg,,,
booking,View  breakfast  staff,Dec,29,2015,87,pos,,,
booking,Too expensive to get the taal view,Dec,31,2015,86,neg,,,
booking,View  location  availability on peak season,Dec,31,2015,91,pos,,,
booking,Bathrooms can be cleaner as well as the chairs and beds.,Jan,03,2016,81,neg,,,
booking,The nearness of the hotel to taal volcano. The view.,Jan,03,2016,92,pos,,,
booking,A tad overpriced.,Jan,03,2016,78,neg,,,
booking,Close to restaurants. Best view of Taal volcano. Big rooms. Big bed. Beautiful hotel.,Jan,03,2016,93,pos,,,
booking,expensive to stay longer period of time,Jan,04,2016,68,neg,,,
booking,Accessible to many amenities and with mini park at the back of the hotel,Jan,04,2016,94,pos,,,
booking,Room not available on check-in time.,Jan,05,2016,55,neg,,,
booking,I like the food they serve at the buffet.,Jan,05,2016,95,pos,,,
booking,None so far. Better if they have bath tubs in the cr,Jan,05,2016,44,neg,,,
booking,Front desk dennise was very friendly,Jan,05,2016,96,pos,,,
booking,If the exhaust is not running you can smell foul odor (probably from a leak in sewage vent line in ceiling void).,Jan,05,2016,68,neg,,,
booking,the location -along the ridge  overlooking the Taal Volcano..,Jan,05,2016,97,pos,,,
booking,the sink in our bathroom was a little clogged  the water takes time to disappear. The shower curtain smells bad.,Jan,08,2016,69,neg,,,
booking,the view from the view deck is just fantastic. the breakfast buffet was also very good!,Jan,08,2016,98,pos,,,
booking,Nothing,Jan,08,2016,71,neg,,,
booking,My visitors at lake view side stayed at premier rooms on the third floor. We went the circuitous way when in fact there is a shorter route via 2nd floor lift. There should be a written instruction to guests regarding this info,Jan,10,2016,89,neg,,,
booking,Immense improved faculties since the old Taal Vista Lodge,Jan,10,2016,75,pos,,,
booking,No assistance from the staff taking you to your designated room,Jan,11,2016,87,neg,,,
booking,Food,Jan,11,2016,73,pos,,,
booking,the location  the view of the volcano,Jan,12,2016,88,pos,,,
booking,nothing,Jan,12,2016,74,neg,,,
booking,the service was excellent,Jan,12,2016,86,pos,,,
booking,Aircon machine is not working well  kids on the other room are roaming around and very noisy,Jan,12,2016,78,neg,,,
booking,Highly recommended,Jan,12,2016,85,pos,,,
booking,The facilities are quite worn out and old. The hotel needs improvement.,Jan,16,2016,79,neg,,,
booking,I requested for early check-in and the staff was kind enough to grant my request.  The staff are all accommodating and the place is very clean.  It makes our stay in Tagaytay really relaxing!,Jan,16,2016,84,pos,,,
booking,rooms feel outdated,Jan,17,2016,68,neg,,,
booking,The location/view is perfect,Jan,17,2016,83,pos,,,
booking,My towel was mistaken as hotel towel and I found my towel dirty and wet on the floor.,Jan,19,2016,88,neg,,,
booking,only the view of the room,Jan,19,2016,82,pos,,,
booking,- room door paint are peeling off - floors are not clean - pillow covers are not white enough and stained  - bathroom tiles grout are not clean  - the smell of the room is moldy - I thought all their rooms has been renovated and turned to modern furnishings which shows in the picture - the rooms are not sound proof. you can hear the trolleys and kids in the hallway,Jan,19,2016,87,neg,,,
booking,Location  room and room size,Jan,19,2016,81,pos,,,
booking,None  i think,Jan,20,2016,85,neg,,,
booking,Banquet service,Jan,20,2016,80,pos,,,
booking,The view from the restaurant towards the lake is breathtaking. Friendly staff.,Jan,22,2016,84,pos,,,
booking,I would say the only thing that bothered me was the availability of the pool. It closed at 7:00pm. I was there for a wedding and with all the practice and things going  I would have liked to relaxed in the pool when I got back to the hotel.,Jan,23,2016,98,neg,,,
booking,I really appreciate the staff and how kind they were. They we very helpful and responded quickly to me and my girlfriend's needs. The hotel overall was very clean as well. And the view at the lookout was amazing.,Jan,23,2016,83,pos,,,
booking,The unit we stayed was very near the water pump/water heater and it keeps on working overnight. My wife can't sleep,Jan,23,2016,97,neg,,,
booking,The staff is very attentive and courteous  foods was great and the view of taal is stunning,Jan,23,2016,82,pos,,,
booking,There's no videt in bathrooms.,Jan,23,2016,96,neg,,,
booking,I liked the privacy and the way my needs were accomodated by the staff. I was able to rest and relax which i badly needed that time.,Jan,23,2016,81,pos,,,
booking,The aircon was leaking.,Jan,24,2016,95,neg,,,
booking,The food was good. Staffs were nice. Security was good also.,Jan,24,2016,78,pos,,,
booking,The rooms are far from the lobby.  The hallways are long  there are no chairs to at least rest after the long walk.  The elevator is not strategically located and you will lose your breath if you are getting the room with balcony.  There's another elevator that you can reach after climbing the stairs.  Not advisable for seniors but they have wheelchairs for those who need assistance. My mom stayed in the room alone until I arrived before midnight  creepy but she said she heard someone snoring behind her while she was sitting by the writing table.  Not sure if there are stories of this kind in the same room  just wanted to let you know :)  We just slept with the TV and lights on instead. :) CIGNAL's cable signal goes on and off.,Jan,25,2016,94,neg,,,
booking,I like that the hotel is far from the busy area near Lourdes Church though a quiet place for a church is much appreciated. The room is spacious but VERY FAR TO REACH!  Bathroom is also spacious with complimentary toiletries.  They have an iron and ironing board.  The bed is comfortable.  Take note that we stayed in the new building. The buffet has a lot of choices and are being refilled as soon as it's empty.  They have a good spread.  They have juices and fruits.  The bread items are a bit hard.  Staff are very helpful. The main buidling is elegantly designed.,Jan,25,2016,78,pos,,,
booking,The food! Not really good! The value of money for buffets are not reasonable.,Jan,25,2016,93,neg,,,
booking,The location and the food,Jan,25,2016,67,pos,,,
booking,The room was not clean  tiles from floor are coming off,Jan,26,2016,92,neg,,,
booking,wonderful experience,Jan,26,2016,55,pos,,,
booking,No blanket under the duvet...its unsanitary..late checkin though we requested for early checki in..requested for a non smoking rooms but we landed in a smoking room,Jan,26,2016,69,neg,,,
booking,Breakfast.,Jan,26,2016,90,pos,,,
booking,- Facilities and Furniture are quite old. Can probably use remodeling or upgrades,Jan,26,2016,85,neg,,,
booking,The service and food is good. The hotel is nearer to the place where we attended wedding.,Jan,26,2016,90,pos,,,
booking,During check in  there was still a wait for the room to become available,Jan,26,2016,86,neg,,,
booking,- Asmara Spa in Taal Vista; Masseurs were very good - Staff were attentive and courteous - One of the best views in Tagaytay,Jan,26,2016,91,pos,,,
booking,I didn't like the fact that it was a short stay for me. Haha.,Jan,27,2016,87,neg,,,
booking,Everything was just perfect. A paradise treat really. Beautiful and relaxing. Had the best view as well. Very nice,Jan,27,2016,94,pos,,,
booking,Beatifull location. Tranquility  away from Manila,Jan,28,2016,88,pos,,,
booking,The swimming pool could have been heated.,Jan,30,2016,88,neg,,,
booking,Buffet!,Jan,30,2016,89,pos,,,
booking,They should give the rooms a revamp. The floortiles in our room were loose... Breakfast was plenty but mediocre.,Jan,30,2016,76,neg,,,
booking,Everything except for the swimming pool.,Jan,30,2016,91,pos,,,
booking,We were not given the room with view,Feb,01,2016,75,neg,,,
booking,Celebrated my birthday here in Taal Vista and it's one of the most memorable! :-) they prepared something for me in my room and gave all the request we asked  the best staff I've seen in a hotel! Will book this hotel for my wedding for sure.,Feb,01,2016,90,pos,,,
booking,Rooms are old. The door handle in our room looks like it went through haphazard repair. The bathtub is old and stained. Paint peeling. Lighting needs improvement. (We were placed in the old wing-- maybe the new wing is better),Feb,02,2016,73,neg,,,
booking,Right beside Skyranch.,Feb,02,2016,88,pos,,,
booking,I found the breakfast buffet lacking in food choices. i wish there was a bidet in the bathroom.,Feb,02,2016,66,neg,,,
booking,The location was excellent  near reataurants  it had the best view of  the lake. I had a very relaxing bath with the hot water and bathtub. Service was excellent.,Feb,02,2016,55,pos,,,
booking,very nice view of taal and yummy breakfast,Feb,02,2016,44,pos,,,
booking,Old furniture and so so rooms,Feb,03,2016,89,neg,,,
booking,Location,Feb,03,2016,33,pos,,,
booking,no bidet or water spray in the toilet.,Feb,06,2016,82,neg,,,
booking,Amazing location,Feb,06,2016,44,pos,,,
booking,The location facing Taal Lake is relaxing. The staff are hospitable and courteous.,Feb,09,2016,65,pos,,,
booking,No toilet spray. Price is not reasonable for a room without a good view and balcony. I felt disappointed  I was not given a chance to upgrade my reservation to Balikbayan package.,Feb,09,2016,67,neg,,,
booking,Nice location,Feb,09,2016,98,pos,,,
booking,rooms especially at the mountain wing looks old already; needs renovation Sink is leaking; all maintenance can do is place a towel on the floor to avoid slippage,Feb,09,2016,67,neg,,,
booking,Our room is nicely located to my preferred view. Staff is very accommodating. Facilities are very nice.,Feb,09,2016,98,pos,,,
booking,very convenient location,Feb,09,2016,88,pos,,,
booking,No bidet in the toilet.,Feb,10,2016,100,neg,,,
booking,The view was nice. Room was comfortable.,Feb,10,2016,81,pos,,,
booking,There wasn't anything to do  and the food was really disappointing,Feb,11,2016,89,neg,,,
booking,The view and spa was amazing,Feb,11,2016,78,pos,,,
booking,Poor connection of internet,Feb,14,2016,89,neg,,,
booking,Restaurants serve nice food  wonderful musical performance and marvellous view of Taal Lake.,Feb,14,2016,67,pos,,,
booking,No bidet. Toiletries are ordinary. Towels are thin and donot look properly washed- dirty white.,Feb,14,2016,98,neg,,,
booking,An amazing views  facilities  foods  good quality of service...,Feb,14,2016,75,pos,,,
booking,all was good  a little old and pricy considering price paid but unsure if any better options around the area,Feb,15,2016,88,neg,,,
booking,staff and service  good food  comfortable rooms,Feb,15,2016,80,pos,,,
booking,hard pillows...  old hard towel... only one towel and no face towel,Feb,15,2016,87,neg,,,
booking,The hotel terrace has an undeniably good view of Taal Lake.,Feb,15,2016,86,pos,,,
booking,Long walk for older guests from the front desk to the rooms although good exercise.,Feb,16,2016,91,neg,,,
booking,breakfast excellent,Feb,16,2016,81,pos,,,
booking,toilet privacy,Feb,16,2016,92,neg,,,
booking,The bed is extra comfy !,Feb,16,2016,78,pos,,,
booking,Cold food at breakfast buffet,Feb,16,2016,93,neg,,,
booking,The scene was fantastic,Feb,16,2016,68,pos,,,
booking,-had to call and request for towels and toiletries because these were not provided in the room when we got there -aircon not too cold even if it's set to lowest temp,Feb,16,2016,94,neg,,,
booking,view point Taza restaurant breakfast,Feb,16,2016,55,pos,,,
booking,I have stayed in this hotel twice. The first time  in 2013  was in the Lake Wing. I remember there being a lot of noise from Sky Ranch Park  are really inconvenient path to our room through a ballroom and up a flight of stairs before reaching the elevator (this is important if you're traveling with people with disabilities)  and incredibly bad service.  Despite deciding at that point that I would not return to this hotel  I decided to give it another chance in early 2016  in the Mountain Wing.  This wing is considerably older than the Lake wing  and while generally clean and maintained  the quality of our room was underwhelming.  On top of this  a regular stream of noisy guests in the hallway kept us up from 11pm to 3am. As they loud guests were always different  it didn't appear that calling the front desk would reduce the problem. When complaining to the Manager in the morning  I was again underwhelmed by the customer service.,Feb,16,2016,95,neg,,,
booking,The weather,Feb,16,2016,44,pos,,,
booking,Towels does not look clean (off-white). this is not a five star hotel. very old facilities like shower  etc.,Feb,16,2016,96,neg,,,
booking,Exceptional service from caf veranda staff,Feb,16,2016,68,pos,,,
booking,Hidden fees were a big surprise.,Feb,17,2016,97,neg,,,
booking,The buffet breakfast  the views of Taal Lake and accesibility of the place with other places of interest.,Feb,17,2016,69,pos,,,
booking,dirty room terrasse missing clean towels empty dishes in the corridor. dirty Kid's corner Queing for breakfast. tour organisation,Feb,17,2016,98,neg,,,
booking,Yummy breakfast!,Feb,17,2016,71,pos,,,
booking,it's our first time to travel as newly weds and looking forward in staying and celebrating Feb14 at Taal Vista Hotel however  -after checking in no one assisted us to our room  we have to look for it by ourselves. -hated the view of our room  they said (front desk) that the view will be the garden but apparently it's not. -made a reservation at cafe veranda only to find out that our names are not on the list.,Feb,18,2016,89,neg,,,
booking,Great staff and great view.,Feb,18,2016,75,pos,,,
booking,The price rate for this hotel is not worth it. Theres nothing wow in this hotel except for the view but the bed and room are too simple like a 2 star hote.  The check was lousy  took us 45 mins standing wating to be entertained.,Feb,19,2016,87,pos,,,
booking,Alexes staff member from cafe Veranda helped a lot with our small baby. Coming back to the hotel for the 4th time like it a lot. Truffles from housekeeping is a good idea.,Feb,23,2016,73,pos,,,
booking,Great room  excellent view of the lake. Breakfast was superb.,Feb,23,2016,88,pos,,,
booking,Long walk from the lobby to the room and far exit door The direction board is bit confusing  i cant find the swimming pool Little preferance for breakfast buffet,Feb,25,2016,74,neg,,,
booking,Always good food. Their bistek tagalog was my favorite.,Feb,25,2016,86,pos,,,
booking,The food was not good. I think it is overpriced. I asked for extra bed  charged me 1800 including brkfast but I woke up at 3am bec I was cold. The blanket with the extra bed too thin so I asked for an extra blanket. Noisy people on the upper floor & room beside us.,Feb,28,2016,78,neg,,,
booking,Staff was super friendly & helpful. Location is perfect.,Feb,28,2016,85,pos,,,
booking,No carpets in rooms. Minimum buy amount to sit in coffee lounge.,Feb,28,2016,79,neg,,,
booking,The view and excellent service,Feb,28,2016,84,pos,,,
booking,Bed was hard for my liking. During breakfast  there was a wide variety of food on the buffet but was disappointed bec food that's supposed to be hot was cold. No brown sugar or splenda alternative for coffee.,Feb,28,2016,68,neg,,,
booking,the place is very nice for family relaxation,Feb,28,2016,83,pos,,,
booking,The room's view The ambiance of the room and everywhere The breakfast,Mar,01,2016,88,pos,,,
booking,The room and beddings too simple as well as the CR. This is a 2 star hotel,Mar,02,2016,82,neg,,,
booking,The view,Mar,02,2016,87,pos,,,
booking,Nothing significant.,Mar,06,2016,81,neg,,,
booking,The food was great it is in a perfect position with tremendous views and the staff were excellent,Mar,06,2016,85,pos,,,
booking,Very very very bad wifi  Rooms need maintenance  Bathroom is not clean at all and needs maintenance as well,Mar,07,2016,80,neg,,,
booking,Amazing breathtaking views over the Taal lake and volcano  Friendly staff Great breakfast buffet Good location mot far from the lake as well as the shopping malls,Mar,07,2016,84,pos,,,
booking,They failed to cancel the security deposit posted on my card. Worse  even doubled the amount held. I tried to have it corrected but my first request only resulted to the cancellation of the 1st oversight. I had to call again a couple of days to remind them that they had not completely corrected the mistake.,Mar,12,2016,98,neg,,,
booking,Taal Vista is a good place to relax though.,Mar,12,2016,83,pos,,,
booking,they gave us a room too far from the entrance  with 2 flights of stairs and no elevator  the view from the room is an ugly overgrown lawn  towels are old and thin,Mar,15,2016,97,neg,,,
booking,the lobby  the picturesque view from the hotel grounds overlooking Taal lake  great breakfast selection  big sized rooms and bathroom,Mar,15,2016,82,pos,,,
booking,Expensive hotel without even bidet installed in their bathroom. During the two days stay. Breakfast is good but i have to take my own coffee. The waiters just ignores me ehen im calling them. For two straight days. I dnt know if they choose who they serve coz the table besides me was well served. :(,Mar,19,2016,96,neg,,,
booking,The scenery  cozy feel of the room and hotel.,Mar,19,2016,81,pos,,,
booking,The room is so comfortable with a nice lake view,Mar,21,2016,95,pos,,,
booking,Beautiful views  great value,Mar,22,2016,78,pos,,,
booking,There was no floor mat for the bathroom and i would have liked fresh milk in the refrigerator i don't like creamers.,Mar,22,2016,94,neg,,,
booking,Best view in the world. Very nice staff  let us return to our room to shower even after we had checked out. (Taal volcano trek it very hot and dusty),Mar,22,2016,78,pos,,,
booking,It is much better if you would install a bidet in the comfort  room because it was very inconvenient and also the elevator it should be a little bigger and it needs repair because it doesn't look good,Mar,23,2016,93,neg,,,
booking,View coffee shop,Mar,23,2016,67,pos,,,
booking,The room is so dirty and most of all our door & window is broken.,Mar,26,2016,92,neg,,,
booking,the food is good  the place so relaxing.,Mar,26,2016,55,pos,,,
booking,Staff can be more friendly and accomodating. Facilities are a bit outdated considering the room charge/night.,Mar,27,2016,69,neg,,,
booking,Breakfast buffet,Mar,27,2016,90,pos,,,
booking,Choices of food in the breakfast buffet.,Mar,29,2016,85,neg,,,
booking,The hotel has a spectacular view of Taal Lake. It's a huge hotel with complete facilities.,Mar,29,2016,90,pos,,,
booking,Walls seemed very solid  but weird we were heard noises in the middle of the night.  Contacted the front desk about it  but they said it could be from a TV from another room.  Very strange...,Apr,09,2016,86,neg,,,
booking,The food  the room and all the staff.,Apr,10,2016,91,pos,,,
