neg,Nothing :);
pos,location and food;
pos,Accomodating staff and friendly guards and location;
pos,The room is big with very nice background.;
pos,All is perfect  location and ambiance  love the sceneries in veranda! Staff are very friendly and courteous  always smiling :);
neg,The waiters & waitress at the buffet hall don't  smile or greet guests considering that there weren't too many guests having breakfast that time. The buffet selection that day was very limited & wasn't exactly what we expected it to be since we have had great buffet breakfasts here before.;
pos,The chefs at the buffet hall at the noodles   pastries and omelette stations were the most friendly & most accommodating staff that served us.;
neg,Limited channels in cable channel;
pos,Bed was comfy;
neg,A few mosquitoes inside the room Lavatory sink hve no drainage plug;
pos,Food and facilities;
neg,limited selection of food;
pos,the live music at the lobby (pianist);
neg,The room we stayed in was quite dated and was clean enough and tidy  but could do with a deep clean in bathroom and wardrobes etc. very little soundproofing between rooms;
pos,Since the weather in tgaytay is a bit cold its much better if the pool is heated. The connecting area was far to lake wing area. I cannot find the play area for kids;
neg,Their dinner buffet was a bit pricey...even pricier than buffet101 considering the number of choices were limited...;
pos,Great breakfast. Very comfortable bed. Friendly staff.;
neg,location of the pool.;
pos,Love the breakfast  they're serving taho which is not common to some hotels!;
neg,Ham and bacon test so bad very pork menu here is strange test.;
pos,location really.;
pos,The view from very nice. Bed is very good.;
pos,The kids love the place because it has kid's club and a pool..;
neg,We booked for a king bed plus a single extra bed for our family stay and were asked to pay for breakfast for our child who just turned 8.  However  it is mentioned in our reservation that breakfast is free.;
pos,Location is great and property is well maintained. Taza restaurant offers fresh and delicious choices.;
neg,Pool should have a better view.;
pos,The breakfast buffet was lovely  and the spa was amazing!;
neg,The price of the breakfast menu...too pricey The kids club should have more activities for the kids;
pos,The spacious room and the breakfast buffet;
neg,When we check in there are no towels inside the bathroom   before we checkout somebody came ti check the refrigerator but is was empty when we entered the room.;
pos,The view of the lake frim the hotelwas great;
neg,Poor service  it took three calls to have someone come to fix the internet  then it was still slow.;
pos,Nice view.;
neg,You can hear sounds from your neighbours because the wall doesn't insulate well.;
pos,Gorgeous view towards the Taal Lake.;
neg,Expected the room to have a view of the lake but apparently  the name Lake Wing was misleading.  I had to upgrade to a room that actually had a view of the lake!;
pos,Food is great. Peacefully relaxing place to be.;
neg,Renovation/construction should as much as possible be done when adjoining rooms are vacant.;
pos,Best view of Taal.;
pos,View fantastic - long walk to the central part of hotel for breakfast;
neg,Generally  the bathroom in our room could have been cleaner  or better yet renovated. For one  after a hot shower the mirror fogged up and markings I LOVE U by the previous guest (most probably) appeared. Caught me by surprise and scared my a little bit. The floor/tiles looked a bit old and dirty.;
pos,The place was beautiful. Loved the garden with a view of Taal Lake. The room was nice and spacious as well. The hotel staff were accommodating and pleasant.;
neg,Service needs to be improved.;
pos,Very gracious and accommodating staff Nice view of Taal Lake Generous breakfast;
neg,the mountain wing is already old. needs to be refurbished;
pos,Breakfast was good. Friendly staff.;
neg,The service could have been better  especially in the restaurant.;
pos,i like that it is clean and doesn't smell even if the room looks old.;
neg,rooms are getting dated could do with a face lift  especially the bathroom. Ground floor room but the windows were dirty on the outside?;
pos,The great view of Taal Volcano. Nice  friendly and accomodating staff. The hotel has an interesting background and history with pictures and story around the hotel.;
neg,I think more attraction for kids;
pos,Location and facilities are amazing. We had a wonderful family room.;
pos,Location is brilliant  staff were very helpful and attentive without being intrusive  Food was of a very high standard and excellently presented which more than compensates for a what some may see as a limited menu.;
pos,Taal Vista Hotel is an awesome hotel. The view and location of hotel is perfect. I like that fact that there are securities in the area and in the middle of Tagaytay city.;
pos,Great!!!;
pos,I like the location and its near fun ranch;
neg,The cr doesnt have bidette...;
pos,Breakfast was good and staff are respectful. Overall experience is very good.;
neg,Sitting capacity in the resto bar located at the lobby is limited. Food during lunch and dinner is very expensive and not worth the price considering the selections and tastes.;
pos,- Very nice view and location - Accommodating Staff - Relaxing lounge - Parking is no problem;
neg,- No bidet (minus 1 star ;p) - Room service doesn't provide any tray to eat on. Have to pay extra if you want them to fix a table for you. (what??) - Staff forgot to refill toilet paper. >_< - Buffet is a bit overpriced.
pos,Great view of the island volcano;
neg,Toilet didn't have bidet;
pos,View;
neg,Restaurant;
pos,Its goodlocation;
neg,I AM A REGULAR GUEST OF THIS HOTEL THE PROBLEM IS IF IT IS PEAK SEASON THE QUALITY OF SERVICE IS POOR.;
pos,Wonderful location and excellent staff.;
neg,Old furnishings;
pos,View was fantastic.  Room was big and clean.;
neg,Check-in took long. Queue management should have been better.;
neg,Old towelsI;
neg,Balcony is too near each other.;
neg,Toilet has no exhaust and hose. Internet is slow.;
pos,The free breakfast  good AC  and quietness of the place.;
neg,Too pricey for an ooold hotel that's been renovated countless times! Other newer hotels in the area are catching up and offering better value for your hard earned money.;
pos,Really great location  great staff  good facilities  good buffet spread!;
neg,none;
pos,nice breakfast buffet;
neg,The dinner buffet choices;
pos,Personalized welcome note from the manager with a basket of fruits and a slice of cake was a sweet gesture.;
neg,The long walk from the front desk to our room located at the lake wing;
pos,location friendly staff;
neg,bed is quite not comfortable;
pos,The staff at the bakeshop was very accomodating;
neg,Far location of amenities from the room;
pos,The view from the premier room of Taal Lake.  Breakfast buffet is never a disappointment. Courteous staff. Housekeeping service is very efficient helpful polite  and always happy to serve;
neg,Given the price of the hotel  it is in need of immediate repairs for some of the room facilities like handles  door knobs etc. They're not very top of the line anymore .;
pos,Location  view  fresh air  spa;
neg,Softer pillows please.;
neg,Internet reception  poor;
pos,Friendly staff;
neg,No hose in toilet and breakfast was not great.;
pos,The bathroom was clean and big. The bed was comfy and the room was larger than I expected. We had a mountain view room and the view was pretty.;
neg,We booked two suites and one Deluxe Queen. The two suites turned out to be on the opposite ends of the hotel and quite inconvenient for us as a group. The suite we got was in the mountain view. It's spacious and clean but old and lacks furnishings of a suite. It looks empty. If you will book this hotel  choose the Lake wing which has nice rooms and better view.;
pos,It's near to sky ranch & restaurants. Relaxing with the veranda view of taal lake;
neg,front desk assistance.. too slow;
pos,Room had wonderful view of the lake and bar lounge was lovely;
neg,A little bit expensive than other hotels in the area.;
pos,Location is excellent. Has very nice view of Taal lake. The staff are all courteous and accommodating.;
neg,Once the sliding door of the bathroom is locked from the inside  the person inside cannot open the door. The size of the bathtub anti-slip mat was too wide;
pos,excellent breakfast...really enjoyed;
pos,Pleasant views.;
pos,the tomahawk porkchop is really good.. ;
pos,Very friendly staff.  Decent breakfast buffet. Lake view rooms have good view of volcano.;
neg,The room is not clean. Even the toilet is dirty and clean well. I think the cleaner not doing their job properly. All is excellent except for the cleanliness of the room. I was so disappointed for the cleanliness.
neg,My room is too far from the lobby and the dining area it made me walk too long and far to get to my room. It’s a bit hard to get public transpo from the place during non peak hour.
pos,Great view and well spend money
pos,It’s very peaceful in the venue. The staff are very accommodating.
pos,The room should have bidet in the rest room and other restrooms in the lobby. Everything went well.
pos,"Awesome view, bit cold temperature, warm welcome by the hotel,  and campfire during dinner."
pos,The staffs are friendly and polite. The rooms at the Lake wing are the best.
pos,My stay was fantastic. The room and its view was so relaxing. I also loved the food. Great job!
pos,We appreciate the kid's club though there's not much in there. My kids love the pool as well.
pos,The place was very clean
neg,No bidet inthe rest room
neg,No bidet and old model of hot and cold shower
pos,Very family friendly.
pos,Stunning view. Clean swimming pool and accessible famous spots and restaurants
pos,The client service rep (Kevina)at the counter was very courteous and accommodating.
pos,"Good breakfast buffet, volcano view from the backyard,  nice staff"
neg,"No desserts (other than fruits) on breakfast, view wasn't as expected (view was the Sky Ranch and highway - room without balcony),  cold floor (tiles)"
pos,"I liked the courtesy of staffs, & the food!"
pos,"Scenic view, food and staff"
pos,Id Love the relaxing view of taal lake..walking distance to skyranch.staff are helpful and accomodating.
neg,"The Game room and the things inside it is quite old. I suggest they renovate it, replace the billiard table,  buy an original billiard balls,  add more dart pins (there is only one). The TV is not working. Add and think of other indoor activities/recreation. :)"
pos,Good food and great scenery
neg,Gym facilities could be improved.
pos,Breath taking view of the lake. The breakfast buffet selection.
neg,We don't like the view from our room.
neg,Mini-bar was empty. No bath may or hand towels in bathroom
pos,"All is perfect, location and ambiance, love the sceneries in veranda! Staff are very friendly and courteous,  always smiling :)"
neg,The waiters & waitress at the buffet hall don't smile or greet guests considering that there weren't too many guests having breakfast that time. The buffet selection that day was very limited & wasn't exactly what we expected it to be since we have had great buffet breakfasts here before.
neg,A few mosquitoes inside the room Lavatory sink hve no drainage plug
neg,"The room we stayed in was quite dated and was clean enough and tidy, but could do with a deep clean in bathroom and wardrobes etc. very little soundproofing between rooms"
pos,"The chefs at the buffet hall at the noodles, pastries and omelette stations were the most friendly & most accommodating staff that served us."
pos,Since the weather in tgaytay is a bit cold its much better if the pool is heated. The connecting area was far to lake wing area. I cannot find the play area for kids
pos,The place was beautiful. Loved the garden with a view of Taal Lake. The room was nice and spacious as well. The hotel staff were accommodating and pleasant.
neg,Their dinner buffet was a bit pricey...even pricier than buffet101 considering the number of choices were limited...
neg,"We booked for a king bed plus a single extra bed for our family stay and were asked to pay for breakfast for our child who just turned 8. However, it is mentioned in our reservation that breakfast is free."
neg," Generally, the bathroom in our room could have been cleaner,  or better yet renovated. For one after a hot shower the mirror fogged up and markings """"""""I LOVE U"""""""" by the previous guest (most probably) appeared. Caught me by surprise and scared my a little bit. The floor/tiles looked a bit old and dirty."
pos,"The great view of Taal Volcano. Nice, friendly and accomodating staff. The hotel has an interesting background and history with pictures and story around the hotel"
pos," Location is brilliant, staff were very helpful and attentive without being intrusive. Food was of a very high standard and excellently presented which more than compensates for a what some may see as a limited menu"
pos,Taal Vista Hotel is an awesome hotel. The view and location of hotel is perfect. I like that fact that there are securities in the area and in the middle of Tagaytay city.
pos,Breakfast was good and staff are respectful. Overall experience is very good.
pos,The view from the premier room of Taal Lake. Breakfast buffet is never a disappointment. Courteous staff. Housekeeping service is very efficient helpful polite and always happy to serve
neg,Pool should have a better view.
neg,Too pricey for an ooold hotel that's been renovated countless times! Other newer hotels in the area are catching up and offering better value for your hard earned money.
neg,"When we check in there are no towels inside the bathroom, before we checkout somebody came ti check the refrigerator but is was empty when we entered the room"
neg,"Poor service, it took three calls to have someone come to fix the internet, then it was still slow."
pos,The bathroom was clean and big. The bed was comfy and the room was larger than I expected. We had a mountain view room and the view was pretty.
pos,"the staff were really kind and helpful. at first i booked a de luxe room 7500, and very disappointed.very small beds and our view was just a wall. so i requested to upgrade our room to a higher floor with the view of the lake, they were kind enough to do so, ofcourse i paid extra but it was a good decision. the lake view room with king size bed was way lot better."
pos,The view to the lake was amazing! Great Breakfast Buffet! Kids friendly. Sky Ranch with nice rides for kids of all ages & a zip line etc is walking distance from the hotel (right next to Taal Vista)!
neg,You can hear sounds from your neighbours because the wall doesn't insulate well.
neg," Expected the room to have a view of the lake but apparently, the name Lake Wing was misleading. I had to upgrade to a room that actually had a view of the lake!"
pos,Breakfast is wonderful. The resort has a great viewing deck where you see a breathtaking panoramic view of the Taal lake and volcano.
neg,"There is no hot water in the bathroom. Maybe we should have requested to switch another room but since we only stayed there for one night, we just didn't hustle for the change"
neg,It was a full comfy experience excess for the food service at the lobby & as well in the taza restaurant. The service was too slow & we need to keep on calling the waiter for follow up. The was also a time wherein they forgot to serve 1 order which got my mom frustratedz
neg,"The pool is quite far away if your room is in the lake wing, and the signs to get there are not very clear - in fact, there aren't many around! I happened to cross paths with the manager of Taal Vista Hotel who was very accommodating and helpful as he also pointed out the kids club room - but that too needs improvement as there weren't many things to play with at the time my kids were there"
neg,"this hotel is overrated. for a price of 8500 it's not worth it. it's old. the hallway looks creepy and smells like a hospital, you have to walk very far to reach your room. if price range was around 4000 then, it would be a great deal for money."
pos,I booked the room for my sister celebrating their wedding anniversary. The staff sent them a cake with a greeting which was a very nice gesture.
pos,Staff was super friendly & helpful. Location is perfect.
neg,"The food was not good. I think it is overpriced. I asked for extra bed, charged me 1800 including brkfast but I woke up at 3am bec I was cold. The blanket with the extra bed too thin so I asked for an extra blanket. Noisy people on the upper floor & room beside us."
pos,"I was satisfied with my mom & dad''s room 265, overlooking taal lake??... The view has surprised my dad on his special day????"
neg,No bidet in the bathroom
neg,"Some of the furniture (sofa, bath tub) were a bit dated. Not much vegetarian food options in the breakfast buffet."
pos,"The location was excellent, near reataurants, it had the best view of the lake. I had a very relaxing bath with the hot water and bathtub. Service was excellent."
neg,"Bed was hard for my liking. During breakfast, there was a wide variety of food on the buffet but was disappointed bec food that's supposed to be hot was cold. No brown sugar or splenda alternative for coffee"
neg,I cant extend my stay. I little bit expensive though it's worth the stay.
neg,No night swimming
pos,"We liked the food, all staff were friendly and the room is clean."
neg,The washroom - it's not clean. The bath tub and the floor is dirty.
pos,"Celebrated my birthday here in Taal Vista and it's one of the most memorable! :-) they prepared something for me in my room and gave all the request we asked, the best staff I've seen in a hotel! Will book this hotel for my wedding for sure."
pos,Immense improved faculties since the old Taal Vista Lodge
neg,My visitors at lake view side stayed at premier rooms on the third floor. We went the circuitous way when in fact there is a shorter route via 2nd floor lift. There should be a written instruction to guests regarding this info
neg,No assistance from the staff taking you to your designated room
pos,"Stunning location overlooking the volcano and lake, very good buffets, nice large comfortable rooms, friendly staff. Loved Tagaytay, weather is much cooler than Manila"
pos,"the buffet breakfast was good. our deluxe room is very comfy. an additional single bed was provided without a fee,its definitely a plus for a fa,ily of 2 adults and 2 kids.thank you Taal Vista."
neg,There's no bidet in bathrooms.
neg,They should give the rooms a revamp. The floortiles in our room were loose... Breakfast was plenty but mediocre.
neg,the checkin was a bit slow. but its ok we were greeted warmly and with drinks.
pos,"The place was just perfect & what we needed for a relaxing overnight stay. It was raining the day we checked in, but we had a wonderful sleep, thanks to the in-room massage we had! The weather got better the following day so I woke up to the beautiful site of the Taal Lake and its surroundings. It was just breath-taking! There was a variety of choices for breakfast, and I was even able to request for hot choco! Yum! The walk around the hotel grounds was relaxing and nice, and the shop inside the hotel was convenient (I forgot to bring a shirt, but got one there.). The front desk ladies were pleasant, and all the hotel staff were polite and friendly wherever you meet them. It was a great experience overall! Would stay again! :)"
pos,"I like the most are the staffs, they are very courteous and respond to our queries immediately. It offers good & tasty breakfast. Also, it has a great view of Taal Lake. The hotel is huge, very clean and their check-in and check-out services is fast."
neg,Toilet bowl had water stain ring
neg,Poor coordination.
neg,They didn't accommodate my request prior to my stay from Sunday to Wednesday.
neg,Woke up sweating at 4am bacause of defective airconditioning only to be transfered to another non-cooling aircon room. 2 room transfers in 1 day 
neg,i think its a bit xpensive for 9500 per night since we do not even have balcony and bathtub in our room.
neg,"Coffee was cold. Called the customer/room service literally 6 times! Nothing happened! Our request didn't arrived. So we decided to personally go to the lobby and ask. Wasted 2 1/2 hours waiting for nothing. We were supposed to surprise our mom coz it was her birthday, because of this, surprise was ruined. Very disappointing ...??????????"
neg,"Upon check in, the staff is ignorant about senior citizen discount. ..we persisted and eventually got it."
pos,"The location was great. We stayed here for a friend's wedding in the area. Rooms in the Lake Wing are newer and better. And the rooms with the lake view are great. We transferred to a Lake wing room on the second night. Although we did not get the lake view, we were lucky that the room we got had a nice view of the nearby park and a glimpse of the lake. Overall, it was a good comfortable stay."
pos,"We enjoyed ourselves during our stay. The view is magnificent. Our room is so-so. It can be dusted a little more like the top of the pictures, lamp shade, bathroom amenity tray, etc. My husband and I are a bit more critical than most guest being he was in the hospitality business for decades. The bathroom is ok. The grounds are clean and have a dedicated area for smokers. Parking is available for a fee unless it's validated. Our room was #464 which only has a courtyard view. We'd stay there again."
neg,Not enough restaurants within walking distance. Hotel taxi to airport or bus station not free.
neg,Wifi is weak
neg,Poor explanation regarding pre-authorization payments.
pos,"The hotel is beautifully situated for the best views of the phenomenal vistas of the craters and lakes so iconic of Tagaytay. The restaurants serve great drinks, snacks and sandwiches though we did not eat a meal in the hotel. We stayed in a lovely large suite in the older wing of the hotel. The ensuite bathrooms are small and a little dated but the rooms are comfortable and the beds are great. The spa at the hotel was excellent as well. "
neg,Room was dated. Bed was uncomfortable.
pos,"We stayed at the Lake Wing and we had a nice view of the Taal Lake and the SkyRanch from our veranda. The rooms were big, clean, spacious. The view from the veranda was very relaxing and we enjoyed it so much. The hotel is PWD friendly. The staff were helpful. The restaurant serves good breakfast although not many choices. Overall, we had a very relaxing and enjoyable family bonding at this Hotel."
neg,The service at the coffee shop at night when my wife and I stayed there to order drinks.
pos,"It was an awesome trip for us since one of us came from Mindanao (Me and my other friend from Cebu) and we just met in Manila for that short vacay. Good decision we moved here from our initial booking at The Lake Hotel since the latter was under renovation during our travel. Taas Vista was easy to find and staff were accommodating. We only stayed a few minutes at the lobby to complete the check in process. Reaching our room, while my friends took a rest after our long travel, I stayed at the terrace as the view was alluring. From there, you will have the best sight of the lake and like 45 degree view of the Sky Ranch. In terms of food, they offer a variety for breakfast at their buffet stations."
pos,"we stayed in the lake wing of the hotel. we originally booked a deluxe room but got an upgrade upon check in. the room was clean, bathroom was spacious, and the view of Taal lake from the veranda was very relaxing. staff were very courteous and helpful."
neg,The room didn't have bathtub and the room looks outdated. We stated at the lake view room with balcony. 
pos,Very good breakfast
neg,We stayed in the mounting wing for our first night. The room had a nice view. But the room in this wing seemed outdated compared to the Lake wing rooms. Sadly  the shower drain we had in our room wasn't working properly. It was flooding every time we had to use the shower. We had requested to change rooms for our second night. Also  there was an on-going construction in the mountain wing but they weren't noisy or too obstructive.
pos,The location was great. We stayed here for a friend's wedding in the area. Rooms in the Lake Wing are newer and better. And the rooms with the lake view are great. We transferred to a Lake wing room on the second night. Although we did not get the lake view  we were lucky that the room we got had a nice view  of the nearby park and a glimpse of the lake. Overall  it was a  good comfortable stay.
neg,Valet parking is with a fee. A bucket of ice (requested for room service) is also with a fee!!!
pos,The 2 BR suite is spacious..bed is big and comfortable. Hotels view of the taal is always an added bunos for the stay. Verandas breakfast option is also good.
neg,Water lavabo loopt in een straal constant 24hr  should be checked
pos,View deck overlooking Taal Lake
neg,None
pos,Omgeving
neg,The pillows aren't fluffy; it's flat and hard. Door to the terrace can be hard to move and get stuck.
pos,Cozy beds  extra pillows  ambiance  room scent
neg,the aircon is too cold even if you adjust it
pos,comfy bed
neg,We arrived at 2:30 for check in. Were still made to wait for several minutes for them to check if the room is available. The room should be ready by 2PM
pos,The greens surrounding the entire property is very relaxing and soothing to the eyes and the soul. For s busy person like me  communing with nature recharges and invigorates my inner being.
neg,I wish there was a refill for the fruits because we there was still an hour left for the buffet service. Also  the aircon was not so cold.
pos,I like the bed!
neg,My room is too far from the lobby and the dining area  it made me walk too long and far to get to my room. Its a bit hard to get public transpo from the place during non peak hour.
pos,Its very peaceful in the venue. The staff are very accommodating.
neg,A better wifi connection in the entire room  booked a suite room but cannot connect with the wifi in the living room.  They don't cater/allow an extra bed.  Better to have more options on their breakfast menu especially on their dessert station.  The rooms (since we booked three rooms) are not well maintained- the bathtubs have no drain stopper/cover and peeling finish (even in the suite room) and the old wooden doors are damaged especially their edges.
pos,The place was just perfect & what we needed for a relaxing overnight stay.  It was raining the day we checked in  but we had a wonderful sleep  thanks to the in-room massage we had!  The weather got better the following day so I woke up to the beautiful site of the Taal Lake and its surroundings.  It was just breath-taking!  There was a variety of choices for breakfast  and I was even able to request for hot choco!  Yum!  The walk around the hotel grounds was relaxing and nice  and the shop inside the hotel was convenient (I forgot to bring a shirt  but got one there.).  The front desk ladies were pleasant  and all the hotel staff were polite and friendly wherever you meet them.  It was a great experience overall!  Would stay again! :)
neg,We saw a rat inside our room. The hotel is quite outdated  especially their rooms in the mountain wing.
pos,I like the most are the staffs  they are very courteous and respond to our queries immediately.  It offers good & tasty breakfast. Also  it has a great view of Taal Lake.  The hotel is huge  very clean and their check-in and check-out services is fast.
neg,Not pet friendly. would not allow our small dog
pos,The food  the bed  the place  the view  the facilities and the staff.
neg,We attended a seminar.of over 600 delegates the staff serving food could not attend to our requests immediately  . Coffee is not hot
neg,Woke up sweating at 4am bacause of defective airconditioning only to be transfered to another non-cooling aircon room. 2 room transfers in 1  day
pos,the room is under the gym which i really like its very near
neg,Cr not really good smell something fishy
pos,The view of the hotel friendly front desk staff
neg,i think its a bit xpensive for 9500 per night since we do not even have balcony and bathtub in our room.
pos,Restaurant food and ambience was good! Beautiful scenery from the bedroom balcony.
pos,The ovelooking view
pos,i like the ambiance of the hotel and the cold weather.
neg,Traffic !
pos,The location is great which is beside Sky Ranch   the short drive to other very good restaurants  the Mahogany Market   golf course and Little Souls church. It provides one with a majestic view of Taal Lake. Professional   courteous and helpful Staff .
neg,No vday inthe rest room
pos,The room should have vday in the rest room and other restrooms in the lobby.  Everyrhing went well.
neg,Coffee was cold. Called the customer/room service literally 6 times! Nothing happened! Our request didn't arrived. So we decided to personally go to the lobby and ask. Wasted 2 1/2 hours waiting for nothing. We were supposed to surprise our mom coz it was her birthday  because of this  surprise was ruined. Very disappointing ...
pos,The reception was accommodating!  The view deck and garden was superb! The rooms are great. Had a good night sleep. Feels like home!
neg,Lousy service in restaurant everyday at breakfast! Disinterested and non attentive staff and could not cope with a full house!
pos,The hotel location and grounds and lake view room.  Plus the FO and Spa staff.
neg,The view at our room was the courtyard. Kinda sad and gloomy
pos,Staff were very friendly.  Location was superb  lovely view from the main balcony except from our room.  Live music was good too.
neg,The view from our room was a bit of a let down.  The hallway from the old building needs updating.
pos,Breakfast overload
neg,Upon check in  the staff is ignorant about senior citizen discount. ..we persisted and eventually got it.
pos,The view food and staff.
neg,Some rooms needs to be updated. Bathroom needs to be updated as well.
pos,Room
neg,The breakfast buffet.. the fish was salty
pos,Location  facility
neg,Meal option  no vegetarian or halal menu.  Wifi sometime loss and very slow
neg,Not enough restaurants within walking distance. Hotel taxi to airport or bus station not free.
pos,Pleasant and relaxing.
neg,Wifi is weak.....
pos,Like the Amenities and the view
neg,Poor explanation regarding pre-authorization payments.
pos,Bed
neg,No bidet and old model of hot and cold shower
pos,Awesome view  bit cold temperature  warm welcome by the hotel  and campfire during dinner.
neg,No bidet
pos,we stayed in the lake wing of the hotel. we originally booked a deluxe room but got an upgrade upon check in. the room was clean  bathroom was spacious  and the view of Taal lake from the veranda was very relaxing. staff were very courteous and helpful.
neg,No desserts (other than fruits) on breakfast  view wasn't as expected (view was the Sky Ranch and highway - room without balcony)  cold floor (tiles)
pos,I lost my purse and the staff were brilliant making sure I got back intact!
neg,food in the restaurant was pricey and the breakfast buffet didn't have a lot of options. nevertheless  if you don't like the food in the hotel  there's a Robinson's mall nearby. you can also eat at Bag of Beans or Mushroom Burger
pos,The staffs are friendly and polite. The rooms at the Lake wing are the best.
neg,The Game room and the things inside it is quite old. I suggest they renovate it  replace the billiard table  buy an original billiard balls  add more dart pins (there is only one). The TV is not working. Add and think of other indoor activities/recreation. :)
pos,Clean facilities. Nice coffee (nespresso) in the room. Helpful staff. Great breakfast. 'Appreciate the variety and attention to details (vegetables cut  etc.)
neg,Gym facilities could be improved.
neg,Booking.com price doesn't include hotel taxes  and I think its in a fine print  so felt a bit annoyed about the increased costs when we reached the hotel and got to know about the costs
pos,Most of the things except pricing
neg,From the time I made a booking  I requested for a quiet room. But when we already entered  our room it was very noisy  I think that there are renovation being done near our room. So I called the attention of the front desk and she immediately transferred us.
pos,I really liked their grilled pork & beef it's very juicy. Actually we really loved all the foods.
neg,While breakfast offer many choices  it's fair to say that it's not as tasty as i thought View of the room is not the best
pos,Great location and view. Just next to sky ranch Easy to find since there is a lot of sign
neg,The service at the coffee shop at night when my wife and I stayed there to order drinks.
pos,I like the warmth of your staff especially Ericka at the friont desk.  The front office manager was so friendly and accommodating!
neg,They have poor customer service. I went there because I wanted to enjoy since it was my birthday but unfortunately most of the staff I encountered were snob and not easy to approach. The desk officer also told me I will be given a complimentary item which will be served directly in the room since its my birthday but nothing came.
pos,The breakfast buffet was great though  we all enjoyed it
neg,We don't like the view from our room.
pos,We appreciate the kid's club though there's not much in there. My kids love the pool as well.
neg,What I don't like is our room is not located at Ta-al lake view. The bathroom door is hard to pull and the water from shower room over flow outside the shower door.
pos,I like the view of Ta-al lake.
neg,The room didn't have bathtub and the room looks outdated. We stated at the lake view room with balcony.
pos,The location is amazing! The room size is huge. The staff are awesome.
neg,The service at the restaurant  room service  and IT.
pos,The cleanliness of the place.
pos,View
neg,Mini-bar was empty.  No bath may or hand towels in bathroom
pos,The view!
neg,No bidet or toilet sprinkler.
pos,Premier room at the lake wing is big and has a nice view of the Taal lake. Quiet. Clean.
neg,The aircon in the room that we've stayed in   room 352   has a leak which causes the floor to be wet and slippery  it even wet my clothes that I left on the side chair  aircon seems old and takes time to cool the entire room.
pos,The location   ambiance and buffet breakfast.
neg,The weather. When we went there it was raining
pos,Over looking
neg,Our room was a bit far and we needed help during  check out but nobody came so we had to carry all our stuff with our baby. Plus the screen door of our room is brokern.
pos,The room is comfy and nice.
